governador;nome;partido;votos;total_votos_estado;percentual_estado;situacao;observacao
Ricardo Couto de Castro;Ricardo Couto de Castro;Sem partido;0;0;0;GOVERNADOR EM EXERCÍCIO;Assumiu em 2026 sem votação direta para o mandato-tampão.
